Serial Number,PMID,Journal/Book,Publication year,Title,DOI,Citation,Authors,Keywords flagged,Self-reported study aim,Study category,Study location,,,Study population,Pathogen,Programming language,Population size,Age,Sex,Race/ethnicity,Income,Vaccination,Screening and/or testing,Masking,Contact tracing,School closure,Social distancing
396,35469327,Appl Geogr,2022,"Risk assessment for precise intervention of COVID-19 epidemic based on available big data and spatio-temporal simulation method: Empirical evidence from different public places in Guangzhou, China",10.1016/j.apgeog.2022.102702,"Zhou S, Zhou S, Zheng Z, Lu J, Song T. Risk assessment for precise intervention of COVID-19 epidemic based on available big data and spatio-temporal simulation method: Empirical evidence from different public places in Guangzhou, China. Applied Geography. 2022;143:102702. doi:10.1016/j.apgeog.2022.102702","Zhou S, Zhou S, Zheng Z, Lu J, Song T.","epidemic, simulation, individual-based",use publicly available dynamic population data to simulate the spatio-temporal spreading process of COVID-19.,Understanding Epidemic Spread,Guangzhou (China),,China,General,SARS-CoV-2,Other/Unknown,1.00E+05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
397,33484644,Lancet Public Health,2021,Quarantine and testing strategies in contact tracing for SARS-CoV-2: a modelling study,10.1016/S2468-2667(20)30308-X,"Quilty BJ, Clifford S, Hellewell J, et al. Quarantine and testing strategies in contact tracing for SARS-CoV-2: a modelling study. The Lancet Public Health. 2021;6(3):e175-e183. doi:10.1016/S2468-2667(20)30308-X","Quilty BJ, Clifford S, Hellewell J, Russell TW, Kucharski AJ, Flasche S, Edmunds WJ; Centre for the Mathematical Modelling of Infectious Diseases COVID-19 working group.","modelling, transmission, agent-based model, simulate",assess the merit of testing contacts to avert onward transmission and to replace or reduce the length of quarantine for uninfected contacts.,Intervention Impact Assessment,United Kingdom (UK),,UK,General,SARS-CoV-2,R,1000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
398,34642614,Comput Soc Netw,2021,A model for the co-evolution of dynamic social networks and infectious disease dynamics,10.1186/s40649-021-00098-9,"Nunner H, Buskens V, Kretzschmar M. A model for the co-evolution of dynamic social networks and infectious disease dynamics. Comput Soc Netw. 2021;8(1):19. doi:10.1186/s40649-021-00098-9","Nunner H, Buskens V, Kretzschmar M.","model, disease, agent-based simulations, epidemic","propose an adaptable steppingstone model that integrates theories of social network formation from sociology, risk perception from health psychology, and infectious diseases from epidemiology.",Theoretical Advancements,Theoretical,,Theoretical,Theoretical,Generic respiratory viruses,JAVA,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
399,34360504,Int J Environ Res Public Health,2021,"Unfixed Movement Route Model, Non-Overcrowding and Social Distancing Reduce the Spread of COVID-19 in Sporting Facilities",10.3390/ijerph18158212,"Qi B, Tan J, Zhang Q, Cao M, Wang X, Zou Y. Unfixed Movement Route Model, Non-Overcrowding and Social Distancing Reduce the Spread of COVID-19 in Sporting Facilities. IJERPH. 2021;18(15):8212. doi:10.3390/ijerph18158212","Qi B, Tan J, Zhang Q, Cao M, Wang X, Zou Y.","model, agent-based modeling, transmission, models","analyze the transmission rate of COVID-19 in different sporting models, sporting spaces per capita, and situations of gathering",Understanding Epidemic Spread,Theoretical,,Theoretical,Theoretical,SARS-CoV-2,NetLogo,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
400,33882066,PLoS Biol,2021,Evaluation of COVID-19 vaccination strategies with a delayed second dose,10.1371/journal.pbio.3001211,"Moghadas SM, Vilches TN, Zhang K, et al. Evaluation of COVID-19 vaccination strategies with a delayed second dose. Read AF, ed. PLoS Biol. 2021;19(4):e3001211. doi:10.1371/journal.pbio.3001211","Moghadas SM, Vilches TN, Zhang K, Nourbakhsh S, Sah P, Fitzpatrick MC, Galvani AP.",disease,to compare the outcomes of vaccination between the recommended schedules and DSD [delayed second dose],Intervention Impact Assessment,US,,US,General,SARS-CoV-2,Other/Unknown,10000,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
401,33784882,J R Soc Interface,2021,"Analytical approximation for invasion and endemic thresholds, and the optimal control of epidemics in spatially explicit individual-based models",10.1098/rsif.2020.0966,"Suprunenko YF, Cornell SJ, Gilligan CA. Analytical approximation for invasion and endemic thresholds, and the optimal control of epidemics in spatially explicit individual-based models. J R Soc Interface. 2021;18(176):rsif.2020.0966, 20200966. doi:10.1098/rsif.2020.0966","Suprunenko YF, Cornell SJ, Gilligan CA.","simulations, individual-based models, epidemics",exploration of the relative impact of different control scenarios with a view to the identification of the optimal control strategy.,Intervention Impact Assessment,United Kingdom (UK),,UK,General,SARS-CoV-2,Other/Unknown,6.00E+07,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
402,35499997,PLoS One,2022,An iterative algorithm for optimizing COVID-19 vaccination strategies considering unknown supply,10.1371/journal.pone.0265957,"Bicher M, Rippinger C, Zechmeister M, et al. An iterative algorithm for optimizing COVID-19 vaccination strategies considering unknown supply. Kuo YH, ed. PLoS ONE. 2022;17(5):e0265957. doi:10.1371/journal.pone.0265957","Bicher M, Rippinger C, Zechmeister M, Jahn B, Sroczynski G, Mühlberger N, Santamaria-Navarro J, Urach C, Brunmeir D, Siebert U, Popper N.","simulation, simulation model, epidemiological simulation","develop an iterative optimization algorithm [for vaccine distribution], which provides a prioritization order of predefined subgroups.",Intervention Impact Assessment,Austria,,Austria,General,SARS-CoV-2,Other/Unknown,8917000,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
403,34274896,Health Place,2021,"The effectiveness of mobility control, shortening of restaurants' opening hours, and working from home on control of COVID-19 spread in Japan",10.1016/j.healthplace.2021.102622,"Chiba A. The effectiveness of mobility control, shortening of restaurants’ opening hours, and working from home on control of COVID-19 spread in Japan. Health & Place. 2021;70:102622. doi:10.1016/j.healthplace.2021.102622",Chiba A.,agent-based model,"To compare the effectiveness of mobility control, both on a nationwide and region-specific level, through shortening of restaurants' opening hours and working from home",Intervention Impact Assessment,Japan,,Japan,General,SARS-CoV-2,Python,25000,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
404,34358291,Eur J Public Health,2021,The impact of a COVID-19 lockdown on work productivity under good and poor compliance,10.1093/eurpub/ckab138,"Ohrnberger J, Segal AB, Forchini G, et al. The impact of a COVID-19 lockdown on work productivity under good and poor compliance. European Journal of Public Health. 2021;31(5):1009-1015. doi:10.1093/eurpub/ckab138","Ohrnberger J, Segal AB, Forchini G, Miraldo M, Skarp J, Nedjati-Gilani G, Laydon DJ, Ghani A, Ferguson NM, Hauck K.",pandemic,analyze the effects of good compliance compared with poor compliance to a COVID-19 suppression strategy (i.e. lockdown) on work productivity,Other,"Wales (United Kingdom (UK)), England (UK) (United Kingdom (UK))",,UK,General,SARS-CoV-2,Other/Unknown,33128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
405,33911131,Sci Rep,2021,Temporal dynamics of viral load and false negative rate influence the levels of testing necessary to combat COVID-19 spread,10.1038/s41598-021-88498-9,"Jarvis KF, Kelley JB. Temporal dynamics of viral load and false negative rate influence the levels of testing necessary to combat COVID-19 spread. Sci Rep. 2021;11(1):9221. doi:10.1038/s41598-021-88498-9","Jarvis KF, Kelley JB.",Agent-based model,considering the dynamics of both viral load and false negative rate of tests on the ability of testing to combat viral spread.,Understanding Epidemic Spread,University of Maine (US),Maine,US,University/School,SARS-CoV-2,MATLAB,10000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
406,33627674,Sci Rep,2021,Achieving herd immunity against COVID-19 at the country level by the exit strategy of a phased lift of control,10.1038/s41598-021-83492-7,"De Vlas SJ, Coffeng LE. Achieving herd immunity against COVID-19 at the country level by the exit strategy of a phased lift of control. Sci Rep. 2021;11(1):4445. doi:10.1038/s41598-021-83492-7","de Vlas SJ, Coffeng LE.","Pandemic, individual-based model",propose an alternative exit strategy to develop herd immunity in a predictable and controllable way: a phased lift of control,Other,Netherlands,,Netherlands,General,SARS-CoV-2,R,1.70E+07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
407,36281327,IEEE Access,2021,Assessing the Effectiveness of Isolation and Contact-Tracing Interventions for Early Transmission Dynamics of COVID-19 in South Korea,10.1109/ACCESS.2021.3064371,"Ryu H, Abulali A, Lee S. Assessing the Effectiveness of Isolation and Contact-Tracing Interventions for Early Transmission Dynamics of COVID-19 in South Korea. IEEE Access. 2021;9:41456-41467. doi:10.1109/ACCESS.2021.3064371","Ryu H, Abulali A, Lee S.","Transmission, agent-based model",we develop an agent-based model to incorporate the intrinsic nature of heterogeneity focusing on early transmission dynamics of COVID-19 in South Korea.,Understanding Epidemic Spread,South Korea,,South Korea,General,SARS-CoV-2,Other/Unknown,10000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
408,36056814,J Glob Health,2022,Estimating the impact of vaccination on reducing COVID-19 burden in the United States: December 2020 to March 2022,10.7189/jogh.12.03062,"Sah P, Vilches TN, Pandey A, Schneider EC, Moghadas SM, Galvani AP. Estimating the impact of vaccination on reducing COVID-19 burden in the United States: December 2020 to March 2022. J Glob Health. 2022;12:03062. doi:10.7189/jogh.12.03062","Sah P, Vilches TN, Pandey A, Schneider EC, Moghadas SM, Galvani AP.",,"estimated the reduction in COVID-19 cases, hospitalizations and mortality, as well as averted health care costs achieved by the vaccination program","Understanding Epidemic Spread, Intervention Impact Assessment",US,,US,General,SARS-CoV-2,Julia,1.00E+05,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
409,36334172,Bull Math Biol,2022,Effect of Human Behavior on the Evolution of Viral Strains During an Epidemic,10.1007/s11538-022-01102-7,"Azizi A, Kazanci C, Komarova NL, Wodarz D. Effect of Human Behavior on the Evolution of Viral Strains During an Epidemic. Bull Math Biol. 2022;84(12):144. doi:10.1007/s11538-022-01102-7","Azizi A, Kazanci C, Komarova NL, Wodarz D.","Epidemic, disease, diseases, pathogen",explore the role of mandated and self-regulated social distancing on viral evolution,"Understanding Epidemic Spread, Intervention Impact Assessment",New Orleans (US),Louisiana,US,General,Generic respiratory viruses,Python,150000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
410,35256669,Sci Rep,2022,Evaluating COVID-19 control measures in mass gathering events with vaccine inequalities,10.1038/s41598-022-07609-2,"Al-Shaery AM, Hejase B, Tridane A, Farooqi NS, Al Jassmi H. Evaluating COVID-19 control measures in mass gathering events with vaccine inequalities. Sci Rep. 2022;12(1):3652. doi:10.1038/s41598-022-07609-2","Al-Shaery AM, Hejase B, Tridane A, Farooqi NS, Al Jassmi H.","Model, agent-based modeling",find appropriate control strategies under different evaluation metrics that policymakers may consider,Intervention Impact Assessment,"Mecca, Saudi Arabia",,Saudi Arabia,Vulnerable/Underserved,SARS-CoV-2,NetLogo,3000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
411,33712416,Sci Adv,2021,"Anatomy of digital contact tracing: Role of age, transmission setting, adoption, and case detection",10.1126/sciadv.abd8750,"Moreno López JA, Arregui García B, Bentkowski P, et al. Anatomy of digital contact tracing: Role of age, transmission setting, adoption, and case detection. Sci Adv. 2021;7(15):eabd8750. doi:10.1126/sciadv.abd8750","Moreno López JA, Arregui García B, Bentkowski P, Bioglio L, Pinotti F, Boëlle PY, Barrat A, Colizza V, Poletto C.","Transmission, agent-based model, model, epidemiological",precise the impact of digital contact tracing and household isolation on COVID-19 transmission.,Behavioral Influence on Spread,France,,France,General,SARS-CoV-2,Other/Unknown,1.00E+05,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
412,38042923,Nat Commun,2023,Estimating the potential impact and diagnostic requirements for SARS-CoV-2 test-and-treat programs,10.1038/s41467-023-43769-z,"Han AX, Hannay E, Carmona S, Rodriguez B, Nichols BE, Russell CA. Estimating the potential impact and diagnostic requirements for SARS-CoV-2 test-and-treat programs. Nat Commun. 2023;14(1):7981. doi:10.1038/s41467-023-43769-z","Han AX, Hannay E, Carmona S, Rodriguez B, Nichols BE, Russell CA.",Agent-based model,investigate how testing rates and strategies affect the use and effectiveness of oral antiviral test-to-treat programs,Intervention Impact Assessment,"Brazil, Georgia, Zambia, Netherlands",,"Brazil, Georgia, Zambia, Netherlands",General,SARS-CoV-2,Python,1.00E+06,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
413,33980718,BMJ,2021,Public health impact of delaying second dose of BNT162b2 or mRNA-1273 covid-19 vaccine: simulation agent based modeling study,10.1136/bmj.n1087,"Romero-Brufau S, Chopra A, Ryu AJ, et al. Public health impact of delaying second dose of BNT162b2 or mRNA-1273 covid-19 vaccine: simulation agent based modeling study. BMJ. Published online May 12, 2021:n1087. doi:10.1136/bmj.n1087","Romero-Brufau S, Chopra A, Ryu AJ, Gel E, Raskar R, Kremers W, Anderson KS, Subramanian J, Krishnamurthy B, Singh A, Pasupathy K, Dong Y, O'Horo JC, Wilson WR, Mitchell O, Kingsley TC.","Simulation agent-based modeling, simulated ",stimate population health outcomes with delayed second dose versus standard schedule of SARS-CoV-2 mRNA vaccination.,Intervention Impact Assessment,US,,US,General,SARS-CoV-2,Python,1.00E+05,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
414,33654164,Sci Rep,2021,COVID-19 in South Africa: outbreak despite interventions,10.1038/s41598-021-84487-0,"Schröder M, Bossert A, Kersting M, et al. COVID-19 in South Africa: outbreak despite interventions. Sci Rep. 2021;11(1):4956. doi:10.1038/s41598-021-84487-0","Schröder M, Bossert A, Kersting M, Aeffner S, Coetzee J, Timme M, Schlüter J.",Disease,analyze the impact of interventions on outbreak dynamics for South Africa,Intervention Impact Assessment,Nelson Mandela Bay Municipality (South Africa),,South Africa,General,SARS-CoV-2,JAVA,114346,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
415,36611461,Healthcare (Basel),2022,The Patient Flow Effect of Pandemic Policies: A Hybrid Simulation Study in a Norwegian Emergency Department,10.3390/healthcare11010001,"Terning G, Brun EC, El-Thalji I. The Patient Flow Effect of Pandemic Policies: A Hybrid Simulation Study in a Norwegian Emergency Department. Healthcare. 2022;11(1):1. doi:10.3390/healthcare11010001","Terning G, Brun EC, El-Thalji I.","Pandemic, simulation, simulation model",explores the effect of intervention policies on patient flow in emergency departments under pandemic conditions,Intervention Impact Assessment,Emergency Department of Stavanger University Hospital (Norway),,Norway,Hospital or Healthcare Facility,SARS-CoV-2,JAVA,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
416,32752628,Chaos,2020,Spreading of two interacting diseases in multiplex networks,10.1063/5.0009588,"Wu Q, Chen S. Spreading of two interacting diseases in multiplex networks. Chaos: An Interdisciplinary Journal of Nonlinear Science. 2020;30(7):073115. doi:10.1063/5.0009588","Wu Q, Chen S.","Diseases, infected, indvidual-based, model",consider the interacting processes between two diseases on multiplex networks,Other,Theoretical,,Theoretical,Theoretical,Generic respiratory viruses,Other/Unknown,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
417,34017008,Nat Commun,2021,Controlling COVID-19 via test-trace-quarantine,10.1038/s41467-021-23276-9,"Kerr CC, Mistry D, Stuart RM, et al. Controlling COVID-19 via test-trace-quarantine. Nat Commun. 2021;12(1):2993. doi:10.1038/s41467-021-23276-9","Kerr CC, Mistry D, Stuart RM, Rosenfeld K, Hart GR, Núñez RC, Cohen JA, Selvaraj P, Abeysuriya RG, Jastrzębski M, George L, Hagedorn B, Panovska-Griffiths J, Fagalde M, Duchin J, Famulare M, Klein DJ.",Agent-based; model; epidemiological,"demonstrate the feasibility of an alternative control strategy, test-trace-quarantine: routine testing of primarily symptomatic individuals, tracing and testing their known contacts, and placing their contacts in quarantine",Intervention Impact Assessment,Seattle-King County (US),Washington,US,General,SARS-CoV-2,Python,2250000,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
418,35177062,BMC Med,2022,Mitigating the SARS-CoV-2 Delta disease burden in Australia by non-pharmaceutical interventions and vaccinating children: a modelling analysis,10.1186/s12916-022-02241-3,"Milne GJ, Carrivick J, Whyatt D. Mitigating the SARS-CoV-2 Delta disease burden in Australia by non-pharmaceutical interventions and vaccinating children: a modelling analysis. BMC Med. 2022;20(1):80. doi:10.1186/s12916-022-02241-3","Milne GJ, Carrivick J, Whyatt D.",Disease; modelling; agent-based; model,This study evaluated the use of non-pharmaceutical interventions (NPIs) coupled with alternative vaccination strategies to determine feasible Delta mitigation strategies,Intervention Impact Assessment,Newcastle (Australia),,Australia,General,SARS-CoV-2,Other/Unknown,273000,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
